Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?,url
328,Dog-friendly dog training,63,134,75,78,267,2079,321,396,34,581,31,28,12,25,34,1006671,3350,886,2665,3.0079006772000003,animals;brain;children;psychology,Yes,https://www.ted.com/talks/ian_dunbar_on_dog_friendly_dog_training
751,Embrace your inner girl,435,44,66,31,161,2852,192,872,32,111,152,111,24,550,71,1232680,2825,1194,3475,2.91038525963,culture;feminism;gender;self;social change;women,Yes,https://www.ted.com/talks/eve_ensler_embrace_your_inner_girl
647,Let's revive the Golden Rule,164,4,14,95,55,1498,207,433,95,72,15,46,13,144,141,738662,2945,594,1247,2.09932659933,God;TED Prize;global issues;politics;religion;violence,Yes,https://www.ted.com/talks/karen_armstrong_let_s_revive_the_golden_rule
1473,Women should represent women in media,12,17,1,12,24,577,172,94,3,123,18,18,1,60,22,299993,1953,631,1629,2.5816164817700002,TEDx;global issues;journalism;media;women,Yes,https://www.ted.com/talks/megan_kamerick_women_should_represent_women_in_media
421,There might just be life on Mars,10,6,18,26,110,484,31,53,23,131,32,4,2,18,20,652309,3231,1109,3347,3.0180342651,Mars;Planets;exploration;extraterrestrial life;geology;life;science;solar system;technology;universe,Yes,https://www.ted.com/talks/penelope_boston
531,What went wrong at the LHC,32,20,31,70,153,993,47,129,9,430,33,7,4,19,9,952396,3096,209,581,2.7799043062199997,astronomy;energy;exploration;physics;science;technology,Yes,https://www.ted.com/talks/brian_cox_what_went_wrong_at_the_lhc
1222,The art of wearable communication,61,391,127,97,82,1350,15,138,41,30,13,114,49,48,144,875298,2230,545,1374,2.52110091743,art;communication;culture;glacier,Yes,https://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication
1053,Gaming to re-engage boys in learning,16,8,81,145,175,2414,530,317,52,589,63,52,15,203,168,965870,2473,750,2207,2.94266666667,TEDx;bullying;children;education;gaming;psychology;technology;violence,Yes,https://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
865,Bring on the learning revolution!,1256,3024,1120,209,2218,21643,2897,7680,71,1253,868,38,34,892,83,7337708,2708,1008,2576,2.55555555556,TED Brain Trust;children;creativity;education;invention,Yes,https://www.ted.com/talks/sir_ken_robinson_bring_on_the_revolution
1147,Building the Seed Cathedral,548,54,557,33,448,2758,43,597,15,92,290,3,8,64,6,1591934,2350,1012,2476,2.44664031621,architecture;biomimicry;creativity;design;science and art,Yes,https://www.ted.com/talks/thomas_heatherwick
1930,What it takes to be a great leader,64,18,99,667,203,4116,469,1150,147,860,14,21,45,163,196,3738285,1341,559,1143,2.04472271914,business;leadership;motivation;women in business,Yes,https://www.ted.com/talks/roselinde_torres_what_it_takes_to_be_a_great_leader
2646,How students of color confront impostor syndrome,161,16,24,42,49,1009,52,263,14,145,18,27,8,155,35,1017355,311,620,1064,1.71612903226,children;community;education;family;fear;identity;inequality;motivation;personal growth;race;society;teaching,Yes,https://www.ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome
1836,Why we shouldn't trust markets with our civic life,89,9,60,33,167,1832,483,443,20,281,45,3,13,127,59,1694669,1476,877,1837,2.09464082098,Debate;business;markets;social change,Yes,https://www.ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life
2295,A warrior’s cry against child marriage,322,16,4,20,61,1684,99,511,4,128,44,8,3,460,4,1249607,838,758,1411,1.86147757256,children;global issues;violence;women,Yes,https://www.ted.com/talks/memory_banda_a_warrior_s_cry_against_child_marriage
1482,The electric rise and fall of Nikola Tesla,749,95,354,90,589,3055,31,388,15,345,316,22,13,21,27,1724848,1950,365,613,1.67945205479,Internet;art;design;industrial design;invention;science;science and art;storytelling;technology;visualizations,Yes,https://www.ted.com/talks/marco_tempest_the_electric_rise_and_fall_of_nikola_tesla
2299,Everything you think you know about addiction is wrong,2294,134,499,168,1878,16867,1925,4294,94,3787,511,15,21,1140,107,8018068,836,882,2999,3.40022675737,Addiction;culture;narcotics;policy;society,Yes,https://www.ted.com/talks/johann_hari_everything_you_think_you_know_about_addiction_is_wrong
533,Teach arts and sciences together,55,14,34,86,85,982,128,248,68,110,18,17,10,42,67,750026,3093,888,3651,4.11148648649,art;dance;education;future;science;science and art;space;technology,Yes,https://www.ted.com/talks/mae_jemison_on_teaching_arts_and_sciences_together
1586,Terrorism is a failed brand,2,4,45,38,43,755,142,69,65,93,14,29,42,76,93,790132,1845,1142,2797,2.44921190893,crime;global issues;law;marketing;terrorism;violence;war,Yes,https://www.ted.com/talks/jason_mccue_terrorism_is_a_failed_brand
2210,How to manage for collective creativity,58,9,114,164,206,1992,195,621,33,491,23,3,7,36,32,2021599,954,1037,2737,2.6393442623,business;collaboration;creativity;leadership,Yes,https://www.ted.com/talks/linda_hill_how_to_manage_for_collective_creativity
2014,The secrets of nature's grossest creatures  channeled into robots,82,74,150,29,264,951,23,96,4,171,41,6,2,7,2,1232886,1235,307,727,2.3680781759,animals;biology;biomimicry;demo;design;exoskeleton;insects;invention;robots;science;technology,Yes,https://www.ted.com/talks/robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots
1760,How I made an impossible film,45,9,99,38,85,768,25,287,24,32,29,6,1,71,17,950468,1598,655,1642,2.50687022901,creativity;economics;entertainment;film;movies,Yes,https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
1579,Weaving narratives in museum galleries,77,7,14,23,83,467,37,84,45,56,11,5,5,6,14,627203,1843,996,2061,2.06927710843,art;museums,Yes,https://www.ted.com/talks/thomas_p_campbell_weaving_narratives_in_museum_galleries
2381,An art made of trust  vulnerability and connection,317,8,38,30,188,1253,23,360,10,39,37,15,27,150,11,1646031,692,951,2260,2.3764458464800002,art;collaboration;communication;energy;fear;identity;performance art;self;society;vulnerability,Yes,https://www.ted.com/talks/marina_abramovic_an_art_made_of_trust_vulnerability_and_connection
2385,How we're growing baby corals to rebuild reefs,194,5,16,12,170,991,78,234,0,234,19,0,0,29,0,737986,691,826,2329,2.8196125908,TED Fellows;animals;biology;climate change;environment;exoskeleton;marine biology;microbiology;mission blue;nature;oceans;pollution;science;water,Yes,https://www.ted.com/talks/kristen_marhaver_how_we_re_growing_baby_corals_to_rebuild_reefs
1759,What will future jobs look like?,27,10,61,113,221,1588,252,202,11,464,39,20,20,63,85,2127573,1595,855,2550,2.98245614035,economics;robots;work,Yes,https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like
118,The genesis of Google,51,97,77,163,101,1317,22,180,143,303,39,17,54,20,50,1463478,3825,1233,3566,2.89213300892,Google;TED Brain Trust;business;collaboration;culture;design;technology;web,Yes,https://www.ted.com/talks/sergey_brin_and_larry_page_on_google
755,Weird  or just different?,88,927,336,158,560,3794,274,515,9,763,90,10,13,34,17,2866160,2823,162,478,2.95061728395,business;creativity;india;map,Yes,https://www.ted.com/talks/derek_sivers_weird_or_just_different
960,How pig parts make the world turn,44,129,78,69,368,1540,37,59,13,607,87,8,14,20,7,1160213,2589,534,1482,2.77528089888,books;business;consumerism;design;engineering;food;medicine;product design,Yes,https://www.ted.com/talks/christien_meindertsma_on_pig_05049
651,Tribal leadership,30,52,115,134,336,2396,346,600,59,401,64,45,38,48,128,1414170,2939,999,3062,3.06506506507,TEDx;business;communication;culture;leadership;society,Yes,https://www.ted.com/talks/david_logan_on_tribal_leadership
869,HIV and flu -- the vaccine strategy,7,0,99,41,140,850,56,69,34,264,50,21,7,14,48,544442,2705,1265,3214,2.54071146245,AIDS;HIV;Vaccines;disease;global issues;health;medicine,Yes,https://www.ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy
216,The new power of collaboration,33,74,94,102,182,1597,245,366,46,308,45,10,30,32,30,940652,3542,1171,2399,2.048676345,business;collaboration;communication;community;culture;global issues;humanity;wikipedia,Yes,https://www.ted.com/talks/howard_rheingold_on_collaboration
1059,Understanding the rise of China,81,68,117,156,813,4522,729,518,74,1378,256,39,29,134,130,2356447,2463,1290,2962,2.2961240310099997,Asia;business;china;culture;economics;global issues,Yes,https://www.ted.com/talks/martin_jacques_understanding_the_rise_of_china
1488,Tour the solar system from home,80,13,112,33,239,905,16,129,8,168,92,7,0,4,4,726187,1947,473,1303,2.75475687104,Moon;NASA;Planets;TEDx;astronomy;computers;cosmos;demo;exploration;science;software;solar system;space;technology;visualizations,Yes,https://www.ted.com/talks/jon_nguyen_tour_the_solar_system_from_home
1666,Dare to educate Afghan girls,224,7,7,7,97,1748,78,621,1,122,48,23,5,498,10,938094,1714,576,1037,1.80034722222,TEDx;education;feminism;global issues;women,Yes,https://www.ted.com/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls
2476,Your kids might live on Mars. Here's how they'll survive,36,30,68,26,269,1640,348,294,14,361,72,12,14,46,50,1484225,558,1034,2692,2.6034816247599997,Mars;NASA;TED Books;architecture;climate change;engineering;environment;exploration;future;global issues;humanity;industrial design;invention;life;population;potential;prediction;rocket science;science;solar system;space;technology;transportation,Yes,https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive
1226,The 6 killer apps of prosperity,33,65,140,84,560,2963,528,169,70,729,135,151,42,52,205,1569195,2225,1219,2847,2.33552091879,business;culture;economics;global issues,Yes,https://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
175,Kids can teach themselves,81,35,258,102,462,2596,255,624,53,435,138,8,18,98,29,1496508,3344,1259,3158,2.50833995234,children;cities;culture;education;global issues;teaching,Yes,https://www.ted.com/talks/sugata_mitra_shows_how_kids_teach_themselves
871,Re-examining the remix,5,50,36,30,31,769,172,61,41,133,9,47,40,48,66,390693,2701,1125,2608,2.31822222222,Internet;TEDx;law;music;online video;technology;web,Yes,https://www.ted.com/talks/lessig_nyed
653,Optical illusions show how we see,207,178,357,245,1435,4611,290,284,52,901,348,29,141,13,131,5031529,2936,990,2621,2.64747474747,art;brain;consciousness;mind;psychology;science;visualizations,Yes,https://www.ted.com/talks/beau_lotto_optical_illusions_show_how_we_see
426,Play! Experiment! Discover!,8,126,25,40,87,847,67,90,57,109,22,38,27,98,53,534452,3213,1772,5690,3.2110609480799996,DNA;biology;curiosity;history;microbiology;science;technology,Yes,https://www.ted.com/talks/kary_mullis_on_what_scientists_do
2214,The good news about PMS,21,8,20,70,84,1311,174,170,46,510,27,33,22,59,67,1297632,950,884,2080,2.3529411764700003,TEDx;depression;psychology;women,Yes,https://www.ted.com/talks/robyn_stein_deluca_the_good_news_about_pms
468,Join the SETI search,91,5,39,45,206,1318,133,343,87,151,44,23,8,61,82,1266917,3167,1283,2494,1.94388152767,TED Prize;exploration;extraterrestrial life;intelligence;science;space;telescopes;universe,Yes,https://www.ted.com/talks/jill_tarter_s_call_to_join_the_seti_search
2570,The era of personal DNA testing is here,42,15,70,28,112,647,26,118,7,171,31,2,3,10,12,1059014,395,784,1912,2.4387755102,DNA;Vaccines;agriculture;biology;biotech;cancer;disease;farming;forensics;future;innovation;molecular biology;nature;science;technology,Yes,https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
710,Pop culture in the Arab world,37,11,7,134,56,847,58,94,11,197,15,34,20,35,138,485428,2873,305,655,2.14754098361,Egypt;culture;entertainment;global issues;media;music,Yes,https://www.ted.com/talks/shereen_el_feki_pop_culture_in_the_arab_world
592,Escaping the Khmer Rouge,131,5,4,49,44,864,5,216,3,70,33,5,1,292,6,526916,3029,357,879,2.46218487395,Asia;adventure;history;storytelling;war,Yes,https://www.ted.com/talks/sophal_ear_escaping_the_khmer_rouge
159,Aid for Africa? No thanks.,27,53,65,38,117,2339,1024,257,8,408,67,7,9,244,15,741226,3702,1027,2439,2.37487828627,Africa;business;global development;global issues;investment;philanthropy;technology,Yes,https://www.ted.com/talks/andrew_mwenda_takes_a_new_look_at_africa
1876,No roads? There's a drone for that,10,2,231,22,149,927,81,183,4,118,68,2,3,38,16,995821,1431,553,1426,2.57866184448,drones;infrastructure;technology;transportation,Yes,https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that
1093,How to keep rivers and streams flowing,15,8,155,53,41,830,135,139,14,183,17,7,13,27,23,598597,2417,526,1218,2.3155893536099996,TEDx;business;environment;global issues;innovation;nature;rivers;sustainability;water,Yes,https://www.ted.com/talks/rob_harmon_how_the_market_can_keep_streams_flowing
594,A next-gen cure for killer infections,22,121,510,31,244,1567,68,118,2,154,219,7,18,38,15,626492,3027,275,761,2.76727272727,biology;chemistry;disease;health;health care;medicine;science;technology,Yes,https://www.ted.com/talks/kary_mullis_next_gen_cure_for_killer_infections
2066,Depressed dogs  cats with OCD — what animal madness means for us humans,342,158,22,48,345,1974,99,394,30,454,9,12,12,30,19,1377471,1158,1169,3147,2.69204448246,TED Fellows;animals;empathy;health;history;mental health;neuroscience;psychology;science,Yes,https://www.ted.com/talks/laurel_braitman_depressed_dogs_cats_with_ocd_what_animal_madness_means_for_us_humans
1552,The arts festival revolution,45,13,12,28,48,324,17,97,7,30,7,2,0,7,11,675650,1801,546,1273,2.3315018315000002,community;performance art;theater,Yes,https://www.ted.com/talks/david_binder_the_arts_festival_revolution
2160,Why you should care about whale poo,137,21,6,53,101,1128,145,224,9,372,18,4,8,20,10,1272706,1021,345,730,2.11594202899,TED Fellows;biology;marine biology;nature;oceans,Yes,https://www.ted.com/talks/asha_de_vos_why_you_should_care_about_whale_poo
2682,4 ways to make a city more walkable,24,67,88,31,107,878,136,121,11,283,4,0,4,2,0,1389542,255,1117,3447,3.0859444941799996,TEDx;architecture;cars;cities;collaboration;community;design;engineering;infrastructure;innovation;potential;public spaces;society;urban;urban planning,Yes,https://www.ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable
2567,We can fight terror without sacrificing our rights,15,7,9,33,25,630,97,111,5,178,7,4,5,117,17,1060499,394,716,1576,2.20111731844,Internet;Middle East;Surveillance;communication;democracy;global issues;privacy;protests;security;social media;society;technology;terrorism;violence;war;web,Yes,https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
383,A story of mixed emoticons,211,633,258,194,132,1827,10,86,23,32,36,47,98,11,56,1603326,3282,197,339,1.7208121827400003,design;entertainment;humor;love;media;poetry;storytelling,No,https://www.ted.com/talks/rives_tells_a_story_of_mixed_emoticons
1184,Cooking as never seen before,134,142,204,218,238,1750,26,77,121,251,35,135,34,15,120,1399236,2301,605,1820,3.0082644628099997,TED Brain Trust;art;creativity;design;entertainment;food;photography;technology,Yes,https://www.ted.com/talks/nathan_myhrvold_cut_your_food_in_half
804,Why we need to go back to Mars,21,17,133,27,318,1353,145,222,14,265,107,14,3,44,23,623958,2768,974,2151,2.20841889117,Mars;Planets;TEDx;exploration;life;science;space;technology,Yes,https://www.ted.com/talks/joel_levine
1255,The strange tale of the Norden bombsight,60,46,92,123,460,2351,292,264,72,526,72,45,34,142,123,1073920,2188,900,2359,2.62111111111,drones;invention;war,Yes,https://www.ted.com/talks/malcolm_gladwell
1797,How a penny made me feel like a millionaire,541,33,7,64,94,1650,27,562,7,14,26,12,8,223,32,1660200,1549,331,877,2.64954682779,culture;money,Yes,https://www.ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire
1618,Your brain on video games,43,50,105,75,358,2019,294,152,32,705,63,17,12,29,84,4777366,1798,1077,2871,2.6657381615599998,TEDx;brain;education;gaming,Yes,https://www.ted.com/talks/daphne_bavelier_your_brain_on_video_games
254,Wake up! It's They Might Be Giants!,23,143,59,64,31,540,0,21,32,3,16,81,35,13,19,363558,3463,1041,1450,1.39289145053,entertainment;humor;live music;music;performance,No,https://www.ted.com/talks/they_might_be_giants_play_at_8_30_am
1712,The Philosophical Breakfast Club,33,11,10,88,187,1037,82,140,45,371,9,17,17,7,20,1209486,1654,754,1667,2.21087533156,activism;computers;culture;history;innovation;math;philosophy;physics;science;science and art;storytelling;technology,Yes,https://www.ted.com/talks/laura_snyder_the_philosophical_breakfast_club
2796,How to see past your own perspective and find truth,41,5,57,37,137,1047,185,206,9,273,8,5,10,67,7,1337934,139,866,2046,2.3625866050799997,Internet;communication;democracy;identity;intelligence;news;personal growth;philosophy;politics;social change;social media;society,Yes,https://www.ted.com/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth
6,Sampling the ocean's DNA,12,3,54,10,163,666,23,73,8,199,74,0,23,21,3,562267,3854,1011,2478,2.45103857567,DNA;biodiversity;biology;biotech;ecology;entrepreneur;genetics;invention;oceans;science;technology,Yes,https://www.ted.com/talks/craig_venter_on_dna_and_the_sea
163,The surprising decline in violence,48,39,147,161,735,5463,1740,493,116,1320,109,94,42,177,242,2098007,3695,1155,3023,2.61731601732,TED Brain Trust;business;culture;global issues;media;sociology;violence;war,Yes,https://www.ted.com/talks/steven_pinker_on_the_myth_of_violence
2686,How racism harms pregnant women -- and what can help,25,3,9,15,20,374,38,58,20,113,6,22,5,18,22,806012,251,745,2047,2.74765100671,activism;children;communication;community;family;health;health care;humanity;illness;inequality;medical research;medicine;parenting;pregnancy;race;social change;society;women,Yes,https://www.ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help
1437,Perspective is everything,24,691,349,61,661,4011,742,544,31,764,69,25,15,20,15,2383092,1997,1104,3062,2.7735507246399997,TEDx;advertising;culture;humor;psychology,Yes,https://www.ted.com/talks/rory_sutherland_perspective_is_everything
2588,America's forgotten working class,97,7,19,38,53,1527,212,408,12,359,22,7,2,281,10,1092224,391,882,2576,2.9206349206299995,TEDNYC;United States;capitalism;children;cities;community;economics;family;history;identity;personal growth;poverty;social change,Yes,https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class
934,The Axis of Evil Middle East Comedy Tour,61,405,44,101,48,1479,157,279,27,139,15,18,30,124,31,803355,2621,539,1344,2.49350649351,comedy;entertainment;humor,Yes,https://www.ted.com/talks/jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil
2073,Don't like clickbait? Don't click,39,146,94,140,46,1634,417,277,6,323,4,13,2,102,25,1211511,1151,276,704,2.55072463768,communication;media;social change;social media;technology,Yes,https://www.ted.com/talks/sally_kohn_don_t_like_clickbait_don_t_click
1001,A one-man orchestra of the imagination,541,18,187,63,212,1558,4,261,31,5,148,15,13,34,26,1237321,2543,1159,831,0.716997411562,entertainment;live music;music;performance,No,https://www.ted.com/talks/andrew_bird_s_one_man_orchestra_of_the_imagination
1259,Trust  morality -- and oxytocin?,211,186,161,62,780,3285,336,562,42,623,136,33,16,35,102,1535477,2182,994,2734,2.75050301811,behavioral economics;biology;brain;chemistry;cognitive science;culture;empathy;happiness;medicine;mind;molecular biology;morality;neuroscience;psychology;science;sociology,Yes,https://www.ted.com/talks/paul_zak_trust_morality_and_oxytocin
470,Seas of plastic,6,25,17,54,100,1874,391,158,5,546,449,16,12,80,15,1104860,3163,440,1088,2.47272727273,business;environment;oceans;plastic;science,Yes,https://www.ted.com/talks/capt_charles_moore_on_the_seas_of_plastic
1372,A census of the ocean,40,1,7,15,84,404,37,45,7,125,29,2,5,5,2,294378,2063,1007,3565,3.5402184707099997,biology;collaboration;fish;marine biology;oceans;photography,Yes,https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean
716,Metaphorically speaking,59,65,111,154,265,1443,101,153,42,402,17,16,11,3,44,824520,2866,570,1300,2.28070175439,art;books;language;music;poetry;writing,Yes,https://www.ted.com/talks/james_geary_metaphorically_speaking
2164,"A forensic anthropologist who brings closure for the ""disappeared""",10,0,10,57,78,597,20,83,6,154,39,0,1,138,1,715231,1018,520,1410,2.7115384615400004,TEDYouth;anthropology;forensics;global issues;war,Yes,https://www.ted.com/talks/fredy_peccerelli_a_forensic_anthropologist_who_brings_closure_for_the_disappeared
2508,The beauty of being a misfit,1491,57,56,105,210,5296,152,1669,47,66,83,28,18,1270,44,2227720,517,778,1834,2.35732647815,TED Books;beauty;books;creativity;failure;humanity;identity;personal growth;self;writing,Yes,https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit
259,Can we domesticate germs?,10,9,132,46,176,957,142,66,30,253,28,6,19,18,22,446553,3456,1071,3450,3.22128851541,bacteria;biology;disease;evolution;global issues;health;illness;medicine;microbiology;science,Yes,https://www.ted.com/talks/paul_ewald_asks_can_we_domesticate_germs
1993,"Comics that ask ""what if?""",169,1133,432,172,424,3224,14,159,43,508,60,20,48,16,26,2592290,1263,569,1707,3.0,Google;art;comedy;computers;data;humor;math;physics;science;science and art,Yes,https://www.ted.com/talks/randall_munroe_comics_that_ask_what_if
1375,Abundance is our future,55,4,107,51,409,3121,473,1126,15,397,200,29,13,113,129,1370914,2062,974,2364,2.4271047227900002,cities;invention;sustainability;technology,Yes,https://www.ted.com/talks/peter_diamandis_abundance_is_our_future
2544,How we're harnessing nature's hidden superpowers,58,24,288,39,341,1642,40,221,2,415,179,7,1,21,6,1227596,389,801,1752,2.1872659176,DNA;animals;biodiversity;biology;biomechanics;biotech;books;collaboration;design;environment;evolution;future;genetics;innovation;life;materials;nature;plants;science;technology,Yes,https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
1005,Making global labor fair,5,0,31,44,35,956,197,193,39,176,45,13,14,120,44,589982,2537,1066,2472,2.3189493433400004,big problems;business;global issues;inequality;law;work,Yes,https://www.ted.com/talks/auret_van_heerden_making_global_labor_fair
1716,My journey to yo-yo mastery,536,57,69,122,413,2583,16,514,36,6,626,28,10,114,36,7599702,1647,628,373,0.593949044586,dance;entertainment;performance;toy,No,https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery
2334,Stunning photos of the endangered Everglades,337,12,5,18,163,1297,131,318,2,188,28,9,6,77,3,1159478,753,1155,3213,2.78181818182,TEDx;activism;animals;nature;photography,Yes,https://www.ted.com/talks/mac_stone_stunning_photos_of_the_endangered_everglades
2338,How my mind came back to life — and no one knew,372,9,19,39,259,2749,26,1052,3,130,218,0,4,618,0,2116468,752,848,2097,2.47287735849,TEDx;brain;communication;health;health care;mind;speech,Yes,https://www.ted.com/talks/martin_pistorius_how_my_mind_came_back_to_life_and_no_one_knew
814,How to start a movement,239,1675,945,226,835,8820,1066,2453,11,739,211,35,19,321,45,6571667,2762,189,468,2.47619047619,business;dance;entertainment;leadership;marketing;online video,Yes,https://www.ted.com/talks/derek_sivers_how_to_start_a_movement
2168,How to let altruism be your guide,328,59,37,44,198,2277,228,912,5,342,12,5,6,89,12,1827091,1006,967,2189,2.26370217166,communication;compassion,Yes,https://www.ted.com/talks/matthieu_ricard_how_to_let_altruism_be_your_guide
2592,Can we build AI without losing control over it?,53,110,114,58,538,2910,522,211,16,839,214,11,10,149,65,2700842,388,867,2240,2.58362168397,AI;brain;choice;future;history;humanity;innovation;intelligence;invention;machine learning;mind;neuroscience;potential;robots;science;society;technology,Yes,https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
606,Art that looks back at you,84,253,210,75,223,1195,12,137,22,63,40,14,20,10,32,772451,3007,933,2164,2.31939978564,art;creativity;design;poetry;software;technology,Yes,https://www.ted.com/talks/golan_levin_ted2009
1103,It's time to question bio-engineering,22,20,64,51,693,3167,233,118,37,668,927,98,37,95,104,1237852,2405,1182,2919,2.46954314721,Bioethics;TEDx;biology;biomechanics;deextinction;future;genetics;philosophy;science,Yes,https://www.ted.com/talks/paul_root_wolpe_it_s_time_to_question_bio_engineering
2675,How jails extort the poor,31,4,6,18,40,739,102,135,2,229,45,6,6,102,13,953793,248,763,2467,3.23328964613,Criminal Justice;TEDx;activism;corruption;crime;government;poverty;prison;terrorism,Yes,https://www.ted.com/talks/salil_dudani_how_jails_extort_the_poor
472,My underground art explorations,287,9,35,55,169,1008,9,154,17,35,41,7,7,167,16,583873,3161,870,1861,2.13908045977,art;beauty;cities;entertainment;exploration;photography,Yes,https://www.ted.com/talks/miru_kim_s_underground_art
1883,Let’s try emotional correctness,251,180,56,116,76,2527,443,780,5,151,12,27,21,340,69,1831078,1418,359,846,2.356545961,entertainment;journalism;media;news;politics,Yes,https://www.ted.com/talks/sally_kohn_let_s_try_emotional_correctness
1440,Music and emotion through time,331,16,46,38,340,1667,61,482,37,226,49,13,7,12,9,1292858,1994,1213,2389,1.9694971145900002,culture;entertainment;history;music,Yes,https://www.ted.com/talks/michael_tilson_thomas_music_and_emotion_through_time
2511,Drawings that show the beauty and fragility of Earth,459,13,30,29,250,1451,80,337,5,113,80,7,0,36,12,1101069,515,434,909,2.0944700460799996,adventure;art;beauty;big problems;climate change;exploration;glacier;meditation;nature;oceans;sustainability;visualizations;water,Yes,https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth
2740,To understand autism  don't look away,111,5,6,6,34,460,24,134,1,54,8,4,1,65,7,450967,137,429,722,1.6829836829799998,Autism spectrum disorder;TED en Espaol;TEDx;art;children;communication;family;parenting;personal growth;social change,Yes,https://www.ted.com/talks/carina_morillo_to_understand_autism_don_t_look_away
474,Why not make video games for girls?,12,20,16,90,54,678,34,62,75,99,2,64,21,30,99,384211,3157,788,2035,2.5824873096400003,children;culture;design;entertainment;gaming;history;technology;women,Yes,https://www.ted.com/talks/brenda_laurel_on_making_games_for_girls
1621,A broken body isn't a broken person,372,90,13,23,193,3457,118,1474,11,15,281,4,8,848,7,1375768,1789,1137,2946,2.59102902375,Human body;TEDx;body language;health;health care;identity;storytelling,Yes,https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person
2341,Why some of us don't have one true calling,938,278,532,156,1129,10176,540,4614,34,940,200,24,14,712,65,4512731,751,746,1747,2.3418230563,TEDx;creativity;curiosity;education;identity;personal growth;work,Yes,https://www.ted.com/talks/emilie_wapnick_why_some_of_us_don_t_have_one_true_calling
1263,The right to understand,39,86,62,50,81,1357,314,298,8,253,40,4,5,110,7,292884,2177,942,2851,3.0265392781299996,TEDx;culture;design;language;law;simplicity,Yes,https://www.ted.com/talks/sandra_fisher_martins_the_right_to_understand
1191,See Yemen through my eyes,63,15,7,17,35,664,31,195,7,97,8,3,0,180,6,500896,2288,818,1900,2.3227383863099997,communication;global issues;journalism;war;women,Yes,https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
1523,Behind the Great Firewall of China,19,101,27,58,248,1685,130,155,24,474,46,9,26,335,33,1432931,1910,1131,2343,2.0716180371400004,Asia;china;global issues;journalism;social media;technology,Yes,https://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china
1610,Why I love vultures,45,68,5,43,79,791,160,100,3,248,8,4,0,18,10,930019,1788,401,925,2.30673316708,Africa;Egypt;adventure;animals;bacteria;biodiversity;biology;birds;conservation;ecology;environment;history;nature;pollution;science;wind energy,Yes,https://www.ted.com/talks/munir_virani_why_i_love_vultures
264,The astonishing hidden world of the deep ocean,119,39,70,25,708,2959,335,628,7,372,557,20,5,70,4,1288833,3443,1099,3284,2.9881710646,adventure;animals;biodiversity;education;exploration;fish;oceans;science;submarine,Yes,https://www.ted.com/talks/robert_ballard_on_exploring_the_oceans
676,Lose your ego  find your compassion,182,0,8,16,57,835,56,274,35,65,12,24,27,39,40,437193,3279,1007,1886,1.8728897716,charter for compassion;compassion;global issues;religion,Yes,https://www.ted.com/talks/imam_feisal_abdul_rauf
2515,The real harm of the global arms trade,29,12,26,29,60,1089,172,215,4,210,65,23,0,216,28,1053347,508,814,1966,2.41523341523,Africa;Guns;activism;big problems;business;children;community;death;economics;global issues;humanity;inequality;security;society;violence;war,Yes,https://www.ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade
